da2bc99b-6da1-33cb-dc4b-45398154c801;Espeletia arbelaezii;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;arbelaezii;especie;No disponible;Frailejón de Pérez Arebeláez
da2bc99b-6da1-33cb-dc4b-45398154c802;Espeletia azucarina;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;azucarina;especie;No disponible;Frailejón de Pan de Azúcar
da2bc99b-6da1-33cb-dc4b-45398154c803;Espeletia brassicoidea;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;brassicoidea;especie;No disponible;Frailejón Arrepollado
da2bc99b-6da1-33cb-dc4b-45398154c804;Espeletia cabrerensis;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;cabrerensis;especie;No disponible;Frailejón de Cabrera
da2bc99b-6da1-33cb-dc4b-45398154c805;Espeletia cayetana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;cayetana;especie;No disponible;Frailejón de San Cayetano
da2bc99b-6da1-33cb-dc4b-45398154c806;Espeletia chocontana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;chocontana;especie;No disponible;Frailejón de Chocontá
da2bc99b-6da1-33cb-dc4b-45398154c807;Espeletia conglomerata;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;conglomerata;especie;No disponible;Frailejón Aglomerado
da2bc99b-6da1-33cb-dc4b-45398154c808;Espeletia discoidea;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;discoidea;especie;No disponible;Frailejón Discoideo
da2bc99b-6da1-33cb-dc4b-45398154c809;Espeletia dugandii;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;dugandii;especie;No disponible;Frailejón de Dugand
da2bc99b-6da1-33cb-dc4b-45398154c810;Espeletia estanislana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;estanislana;especie;No disponible;Frailejón de Estanislao
da2bc99b-6da1-33cb-dc4b-45398154c811;Espeletia idroboi;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;idroboi;especie;No disponible;Frailejón de Idrobo
da2bc99b-6da1-33cb-dc4b-45398154c812;Espeletia incana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;incana;especie;No disponible;Frailejón Blanco
da2bc99b-6da1-33cb-dc4b-45398154c813;Espeletia jaramilloi;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;jaramilloi;especie;No disponible;Frailejón de Jaramillo
da2bc99b-6da1-33cb-dc4b-45398154c814;Espeletia nemekenei;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;nemekenei;especie;No disponible;Frailejón de Nemequene
da2bc99b-6da1-33cb-dc4b-45398154c815;Espeletia oswaldiana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;oswaldiana;especie;No disponible;Frailejón de Oswaldo
da2bc99b-6da1-33cb-dc4b-45398154c816;Espeletia paipana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;paipana;especie;No disponible;Frailejón de Paipa
da2bc99b-6da1-33cb-dc4b-45398154c817;Espeletia perijaensis;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;perijaensis;especie;No disponible;Frailejón de Perijá
da2bc99b-6da1-33cb-dc4b-45398154c818;Espeletia roberti;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;roberti;especie;No disponible;Frailejón de Jurisdicciones
da2bc99b-6da1-33cb-dc4b-45398154c819;Espeletia rositae;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;rositae;especie;No disponible;Frailejón de Santa Rosita
da2bc99b-6da1-33cb-dc4b-45398154c820;Espeletia schultesiana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;schultesiana;especie;No disponible;Frailejón de Schultes
da2bc99b-6da1-33cb-dc4b-45398154c821;Espeletia standleyana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;standleyana;especie;No disponible;Frailejón de Standley
da2bc99b-6da1-33cb-dc4b-45398154c822;Espeletia tapirophila;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;tapirophila;especie;No disponible;Frailejón de las Dantas
da2bc99b-6da1-33cb-dc4b-45398154c823;Espeletia tunjana;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletia;tunjana;especie;No disponible;Frailejón de Tunja
da2bc99b-6da1-33cb-dc4b-45398154c824;Espeletiopsis caldasii;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;caldasii;especie;No disponible;Frailejón Enano
da2bc99b-6da1-33cb-dc4b-45398154c825;Espeletiopsis funckii;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;funckii;especie;No disponible;Frailejón de Funck
da2bc99b-6da1-33cb-dc4b-45398154c826;Espeletiopsis garciae;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;garciae;especie;No disponible;Frailejón de García Barriga
da2bc99b-6da1-33cb-dc4b-45398154c827;Espeletiopsis insignis;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;insignis;especie;No disponible;Frailejón de Chitagá
da2bc99b-6da1-33cb-dc4b-45398154c828;Espeletiopsis purpurascens;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;purpurascens;especie;No disponible;Frailejón Purpúreo
da2bc99b-6da1-33cb-dc4b-45398154c829;Espeletiopsis sclerophylla;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Espeletiopsis;sclerophylla;especie;No disponible;Frailejón coriáceo
da2bc99b-6da1-33cb-dc4b-45398154c830;Libanothamnus divisoriensis;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Libanothamnus;divisoriensis;especie;No disponible;Tabaquillo de la Frontera
da2bc99b-6da1-33cb-dc4b-45398154c831;Libanothamnus neriifolius;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Libanothamnus;neriifolius;especie;No disponible;Tabaquillo Trementino
da2bc99b-6da1-33cb-dc4b-45398154c832;Libanothamnus occultus;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Libanothamnus;occultus;especie;No disponible;Tabaquillo de Oroque
da2bc99b-6da1-33cb-dc4b-45398154c833;Libanothamnus tamanus;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Libanothamnus;tamanus;especie;No disponible;Tabaquillo de Tamá
da2bc99b-6da1-33cb-dc4b-45398154c834;Paramiflos glandulosus;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Paramiflos;glandulosus;especie;No disponible;Frailejón glanduloso
da2bc99b-6da1-33cb-dc4b-45398154c835;Tamania chardonii;Plantae;Magnoliophyta;Equisetopsida;Asterales;Asteraceae;Tamania;chardonii;especie;No disponible;Tabaquero
